© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
SUMOylation of intracellular receptors	2.51E00	2.5E-01	-1.134	HDAC4,NR1H2,NR1H3,PIAS1,RXRA,SUMO2,UBE2I	
Regulation of cholesterol biosynthesis by SREBP (SREBF)	2.5E00	3.33E-01	-0.447	INSIG1,KPNB1,RAN,SEC24B,SEC24C	
Metabolism of nitric oxide: NOS3 activation and regulation	2.5E00	3.33E-01	-1.342	AKT1,DDAH1,DDAH2,DNM2,WASL	
ERBB4 Signaling	2.5E00	1.76E-01	-2.309	AKT1,GRB2,MAP2K2,MAPK3,NRAS,PIK3R3,PIK3R5,PRKCI,RAF1,RAP1A,SHC1,SOS2	
Gα12/13 Signaling	2.49E00	1.43E-01	-1.886	AKT1,CDC42,CHUK,CTNNB1,F2RL3,LPAR1,MAP2K2,MAPK3,MYL6B,NFKB2,NFKBIE,NRAS,PIK3R3,PIK3R5,RAF1,RAP1A,RELA,VAV1,VAV3	
P2Y Purinergic Receptor Signaling Pathway	2.49E00	1.43E-01	-1.886	ADCY3,AKT1,ATF2,CREB3,GNAI2,GNB4,MAP2K2,MAPK3,NFKB2,NRAS,PDIA3,PIK3R3,PIK3R5,PLCD3,PRKACA,PRKCI,RAF1,RAP1A,RELA	
Oxidative Stress Induced Senescence	2.48E00	1.63E-01	-2.111	CBX4,CDK4,E2F2,EZH2,KDM6B,MAPK14,MAPK3,MAPKAPK3,MOV10,PHC2,SUZ12,TFDP1,TNRC6A,TNRC6C	
SPINK1 General Cancer Pathway	2.44E00	1.74E-01	-1.732	AKT1,JAK3,MAP2K2,MAPK3,MT1F,MT2A,NRAS,PIK3R3,PIK3R5,RAF1,RAP1A,STAT3	
UVB-Induced MAPK Signaling	2.44E00	1.92E-01	-1.667	AKT1,EIF4E,EIF4EBP1,H3-3A/H3-3B,MAPK14,MAPK3,PIK3R3,PIK3R5,PRKCI,RPS6KA5	
Serotonin Receptor Signaling	2.43E00	1.07E-01	-2.828	ACAT1,ADCY3,AKT1,ARFGEF1,ATF2,BRAF,CACNB1,CCNE1,CCNE2,CD38,CDC42,COPS5,CREB3,EIF4EBP1,FGA,FGG,FGR,GCH1,GNAI2,GNB4,H3-3A/H3-3B,HCK,HMOX1,KCNH2,MAP2K2,MAP2K5,MAPK14,MAPK3,NFKB2,NRAS,PCBD1,PDIA3,PIK3R3,PIK3R5,PLAAT4,PLB1,PLCD3,PRKACA,PRKCI,RAF1,RAP1A,RAPGEF3,RBL1,RHOB,RHOQ,RHOT1,RPS6KB2,SRF,STAT3,TGFB2	
Opioid Signaling Pathway	2.43E00	1.18E-01	-1.616	ADCY3,AKT1,AP2A2,ATF2,BRAF,CACNB1,CDC42,CLTB,CREB3,CTNNB1,FGR,GNAI2,GNB4,GRK2,HCK,MAP2K2,MAP2K5,MAPK3,NFKB2,NRAS,OGFR,PRKACA,PRKCI,RAF1,RAP1A,RGS3,RGS9,RPS6KA1,RPS6KA2,RPS6KA5,RPS6KB2,SOS2,SRF	
Gap Junction Signaling	2.4E00	1.14E-01	-1.859	ACTA2,ADCY3,AKT1,ATF2,CASP7,CREB3,CSNK1A1,CSNK1D,CSNK1G1,CSNK1G3,CTNNB1,GJA1,GNAI2,GRB2,GSK3A,KCNH2,LPAR1,MAP2K2,MAP2K5,MAPK3,NFKB2,NRAS,PDIA3,PIK3R3,PIK3R5,PLCD3,PRKACA,PRKCI,RAF1,RAP1A,RELA,SKP2,SMAD5,SOS2,SP1,TUBA1B,TUBG1	
Major pathway of rRNA processing in the nucleolus and cytosol	2.4E00	1.29E-01	-3.674	CSNK1D,DCAF13,DDX49,DIS3,EBNA1BP2,EXOSC4,EXOSC7,IMP4,ISG20L2,LTV1,MPHOSPH6,NIP7,PES1,RCL1,RIOK3,RPL22L1,RPL26L1,RPS19,RPS27L,RRP36,RRP7A,TSR1,UTP11,UTP3	
Role of MAPK Signaling in Inhibiting the Pathogenesis of Influenza	2.39E00	1.65E-01	-1.941	ATF2,BAX,BRAF,CCL2,CXCL10,MAP2K2,MAPK14,MAPK3,NFKB2,NFKBIE,PLAAT4,PLB1,RAF1	
Cardiac Hypertrophy Signaling	2.36E00	1.19E-01	-1.890	ADCY3,AKT1,ATF2,CACNB1,CDC42,EIF2B1,EIF4E,GNAI2,GNB4,GRB2,MAP2K2,MAP3K11,MAP3K3,MAPK14,MAPK3,MAPKAPK3,MYL6B,NRAS,PDIA3,PIK3R3,PIK3R5,PLCD3,PRKACA,RAF1,RAP1A,RHOB,RHOQ,RHOT1,RPS6KA1,SRF,TGFB2	
Rap1 signalling	2.36E00	3.12E-01	-1.342	PRKACA,RAF1,RAP1A,RAPGEF3,SIPA1	
14-3-3-mediated Signaling	2.35E00	1.42E-01	-2.324	AKT1,BAX,GRB2,GSK3A,MAP2K2,MAPK3,NRAS,PDIA3,PIK3R3,PIK3R5,PLCD3,PRKCI,RAF1,RAP1A,RPS6KA1,TUBA1B,TUBG1,YWHAG	
Interferon alpha/beta signaling	2.34E00	1.69E-01	-3.464	ADAR,BST2,IFI35,KPNB1,MX1,MX2,OAS1,OAS2,OASL,PTPN11,PTPN6,RNASEL	
Signaling by VEGF	2.34E00	1.48E-01	-2.000	AHCYL1,AKT1,CDC42,CRK,CTNNB1,ELMO2,MAPK14,MAPKAPK3,MLST8,NCF1,NRAS,PRKACA,TRIB3,VAV1,VAV3,VEGFC	
EIF2 Signaling	2.34E00	1.22E-01	-1.698	ACTA2,AKT1,ATF5,EIF1,EIF2B1,EIF3I,EIF3J,EIF4A3,EIF4E,EIF4G1,ELP5,GRB2,MAP2K2,MAPK3,NRAS,PIK3R3,PIK3R5,PTBP1,RAF1,RAP1A,RPL22L1,RPL26L1,RPS19,RPS27L,SHC1,SOS2,TRIB3,WARS1	
3-phosphoinositide Biosynthesis	2.33E00	1.24E-01	-3.130	ACP1,DUSP23,DUSP5,EPHX2,MTMR6,NOCT,NUDT15,NUDT5,PGAM5,PI4K2B,PIK3R3,PIK3R5,PPP1R10,PPP1R14A,PPP1R14B,PPP2CA,PPP2R2A,PPP2R5D,PPP2R5E,PPP5C,PSPH,PTPN11,PTPN2,PTPN6,PTPN7,UBLCP1	
ESR-mediated signaling	2.32E00	1.44E-01	-3.153	ATF2,FKBP4,FKBP5,GTF2A2,GTF2F1,KAT5,MAPK3,MED1,MOV10,POLR2C,POLR2F,PPID,PPP5C,SP1,TNRC6A,TNRC6C,USF1	
Adrenomedullin signaling pathway	2.32E00	1.26E-01	-1.800	ADCY3,AKT1,BAX,BRAF,C3,GRB2,GSK3A,KCNH2,MAP2K2,MAP2K5,MAPK14,MAPK3,NFKB2,NRAS,PDIA3,PIK3R3,PIK3R5,PLCD3,PRKACA,RAF1,RAP1A,RELA,RXRA,SHC1,SOS2	
RAF-independent MAPK1/3 activation	2.31E00	2.61E-01	-1.633	DUSP5,DUSP7,MAP2K2,MAPK3,PEA15,PTPN11	
Metabolism of porphyrins	2.31E00	2.61E-01	-0.816	ABCC1,BLVRA,FLVCR1,HMOX1,HMOX2,UROD	
IL-8 Signaling	2.31E00	1.24E-01	-2.558	AKT1,BAX,BRAF,CDC42,CHUK,CSTB,EIF4EBP1,GNAI2,GNB4,HMOX1,LIMK1,MAP2K2,MAPK3,NCF1,NFKBIE,NRAS,PIK3R3,PIK3R5,PRKCI,RAF1,RAP1A,RELA,RHOB,RHOQ,RHOT1,VEGFC	
SUMOylation of RNA binding proteins	2.3E00	1.96E-01	-1.000	CBX4,NUP43,NUP54,NUP58,NUP93,PHC2,SUMO2,TPR,UBE2I	
UDP-D-xylose and UDP-D-glucuronate Biosynthesis	2.28E00	1E00	NaN	UGDH,UXS1	
GDP-L-fucose Biosynthesis I (from GDP-D-mannose)	2.28E00	1E00	NaN	GFUS,GMDS	
RANK Signaling in Osteoclasts	2.26E00	1.54E-01	-3.051	AKT1,CHUK,MAP2K2,MAP3K11,MAP3K3,MAPK14,MAPK3,NFKB2,NFKBIE,PIK3R3,PIK3R5,RAF1,RELA,TNFRSF11A	
Sphingosine-1-phosphate Signaling	2.25E00	1.42E-01	-0.775	ADCY3,AKT1,ASAH1,CASP10,CASP5,CASP7,CASP8,CDC42,GNAI2,MAPK3,PDIA3,PIK3R3,PIK3R5,PLCD3,RHOB,RHOQ,RHOT1	
p38 MAPK Signaling	2.25E00	1.42E-01	-1.155	ATF2,CREB3,FADD,FASLG,H3-3A/H3-3B,IL1R1,MAPK14,MAPKAPK3,MKNK1,RPS6KA1,RPS6KA2,RPS6KA5,RPS6KB2,SRF,TGFB2,TIFA,TRADD	
Estrogen-Dependent Breast Cancer Signaling	2.25E00	1.59E-01	-2.496	AKT1,ATF2,CREB3,MAPK3,NFKB2,NRAS,PIK3R3,PIK3R5,RAP1A,RELA,SP1,STAT5A,STAT5B	
Ephrin Receptor Signaling	2.24E00	1.24E-01	-2.711	ABL1,ACP1,AKT1,ARPC5L,ATF2,CDC42,CREB3,CRK,GNAI2,GNB4,GRB2,ITGA6,LIMK1,MAP2K2,MAPK3,NRAS,PTPN11,RAF1,RAP1A,RGS3,SHC1,SOS2,STAT3,VEGFC,WASL	
Signaling by Leptin	2.23E00	3.64E-01	-2.000	PTPN11,STAT3,STAT5A,STAT5B	
Processing and activation of SUMO	2.23E00	3.64E-01	0.000	SAE1,SENP1,SUMO2,UBE2I	
Growth hormone receptor signaling	2.22E00	2.5E-01	-2.449	CISH,MAPK3,PTPN6,STAT3,STAT5A,STAT5B	
IL-22 Signaling	2.22E00	2.5E-01	-2.449	AKT1,MAPK14,MAPK3,STAT3,STAT5A,STAT5B	
Folate Signaling Pathway	2.2E00	1.79E-01	-2.530	AHCY,GART,JAK3,KLF4,MAPK3,NFKB2,OAS2,PAICS,SHMT1,STAT3	
Arginine Biosynthesis IV	2.2E00	5E-01	NaN	ASL,ASS1,GLUD1	
Selenocysteine Biosynthesis II (Archaea and Eukaryotes)	2.2E00	5E-01	NaN	SARS1,SEPHS1,SEPHS2	
GDP-mannose Biosynthesis	2.2E00	5E-01	NaN	GMPPA,GPI,PMM1	
Activation of IRF by Cytosolic Pattern Recognition Receptors	2.19E00	1.69E-01	-0.905	ADAR,ATF2,CHUK,FADD,NFKB2,NFKBIE,PIN1,RELA,RIPK1,TBK1,TRAF3	
Thrombin Signaling	2.19E00	1.2E-01	-3.266	ADCY3,AKT1,ARHGEF11,ARHGEF2,CDC42,F2RL3,GNAI2,GNB4,GRB2,MAP2K2,MAPK14,MAPK3,MYL6B,NFKB2,NRAS,PDIA3,PIK3R3,PIK3R5,PLCD3,PRKCI,RAF1,RAP1A,RELA,RHOB,RHOQ,RHOT1,SHC1	
cAMP-mediated signaling	2.18E00	1.19E-01	-0.408	ADCY3,AKAP13,AKAP7,AKAP9,APEX1,ATF2,BRAF,CCR4,CREB3,CREM,GDE1,GDPD1,GNAI2,GRK2,LAMTOR3,LPAR1,MAP2K2,MAPK3,PDE12,PDE4A,PDE4D,PDE7A,PRKACA,RAF1,RAP1A,RAPGEF3,RPS6KA1,STAT3	
D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis	2.18E00	1.26E-01	-2.668	ACP1,DUSP23,DUSP5,EPHX2,MTMR6,NOCT,NUDT15,NUDT5,PGAM5,PPP1R10,PPP1R14A,PPP1R14B,PPP2CA,PPP2R2A,PPP2R5D,PPP2R5E,PPP5C,PSPH,PTPN11,PTPN2,PTPN6,PTPN7,UBLCP1	
D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis	2.18E00	1.26E-01	-2.668	ACP1,DUSP23,DUSP5,EPHX2,MTMR6,NOCT,NUDT15,NUDT5,PGAM5,PPP1R10,PPP1R14A,PPP1R14B,PPP2CA,PPP2R2A,PPP2R5D,PPP2R5E,PPP5C,PSPH,PTPN11,PTPN2,PTPN6,PTPN7,UBLCP1	
ERBB Signaling	2.17E00	1.51E-01	-2.138	AKT1,CDC42,GRB2,MAP2K2,MAPK14,MAPK3,NRAS,PIK3R3,PIK3R5,PRKCI,RAF1,RAP1A,SHC1,SOS2	
3-phosphoinositide Degradation	2.17E00	1.24E-01	-2.828	ACP1,DUSP23,DUSP5,EPHX2,MTMR14,MTMR6,NOCT,NUDT15,NUDT5,PGAM5,PPP1R10,PPP1R14A,PPP1R14B,PPP2CA,PPP2R2A,PPP2R5D,PPP2R5E,PPP5C,PSPH,PTPN11,PTPN2,PTPN6,PTPN7,UBLCP1	
RIPK1-mediated regulated necrosis	2.17E00	2.19E-01	-1.890	CASP8,FADD,FASLG,ITCH,MLKL,RIPK1,TRADD	
NRF2-mediated Oxidative Stress Response	2.16E00	1.18E-01	-2.357	ABCC1,ACTA2,AKR1A1,AKT1,CBR1,CCT7,CLPP,CUL3,DNAJC14,DNAJC3,DNAJC6,DNAJC7,FKBP5,HMOX1,KEAP1,MAFK,MAP2K2,MAP2K5,MAPK14,MAPK3,NRAS,PIK3R3,PIK3R5,PRDX1,PRKCI,RAF1,RAP1A,VCP	
Superpathway of Inositol Phosphate Compounds	2.16E00	1.18E-01	-3.411	ACP1,DUSP23,DUSP5,EPHX2,MTMR6,NOCT,NUDT15,NUDT5,PGAM5,PI4K2B,PIK3R3,PIK3R5,PLCD3,PPIP5K2,PPP1R10,PPP1R14A,PPP1R14B,PPP2CA,PPP2R2A,PPP2R5D,PPP2R5E,PPP5C,PSPH,PTPN11,PTPN2,PTPN6,PTPN7,UBLCP1	
Transcriptional Regulation by VENTX	2.16E00	2E-01	-0.707	ANAPC10,CDC27,CTNNB1,MOV10,RELA,TNRC6A,TNRC6C,UBE2E1	
Mitotic Prophase	2.16E00	1.46E-01	-0.775	ARPP19,BANF1,GORASP2,KMT5A,MAPK3,NUP43,NUP54,NUP58,NUP93,PPP2CA,PPP2R2D,RAB1A,RAB2A,TPR,VRK2	
Role of MAPK Signaling in the Pathogenesis of Influenza	2.16E00	1.55E-01	NaN	AKT1,ATF2,BAX,CCL2,CXCL10,MAP2K2,MAPK14,MAPK3,NRAS,PLAAT4,PLB1,RAF1,RAP1A	
VEGF Family Ligand-Receptor Interactions	2.16E00	1.55E-01	-1.941	AKT1,GRB2,MAP2K2,MAPK3,NRAS,PIK3R3,PIK3R5,PRKCI,RAF1,RAP1A,SHC1,SOS2,VEGFC	
TNF signaling	2.15E00	1.75E-01	-1.897	BAG4,CASP8,CHUK,FADD,NSMAF,RBCK1,RIPK1,TBK1,TRADD,UBE2D2	
Xenobiotic Metabolism General Signaling Pathway	2.14E00	1.33E-01	-2.357	AKT1,CUL3,HMOX1,KEAP1,MAP2K2,MAP2K5,MAP3K11,MAP3K3,MAPK14,MAPK3,NR1H2,NR1H3,NRAS,PIK3R3,PIK3R5,PRKCI,RAF1,RAP1A,RXRA	
Pyroptosis Signaling Pathway	2.13E00	1.49E-01	-3.207	AIM2,BAX,CASP5,CASP8,GBP3,GSDMD,IL1R1,MAPK14,MEFV,NFKB2,NLRC4,PRKACA,TRAF3,TXNIP	
Gastrin-CREB signalling pathway via PKC and MAPK	2.12E00	2.78E-01	-2.236	GRB2,MAPK3,NRAS,RPS6KA1,RPS6KA2	
Mismatch Repair in Eukaryotes	2.12E00	2.78E-01	-2.236	EXO1,MLH1,MSH6,POLD1,RFC2	
Superpathway of Geranylgeranyldiphosphate Biosynthesis I (via Mevalonate)	2.12E00	2.78E-01	-1.342	ACAT1,FDPS,FNTB,MVK,PMVK	
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	2.11E00	1.84E-01	-1.000	CCNC,CCNK,CDK8,E2F4,MAPK3,RBL1,SP1,TFDP1,TRIM33	
Leptin Signaling in Obesity	2.1E00	1.58E-01	-2.828	ADCY3,AKT1,GRB2,MAP2K2,MAPK3,PDIA3,PIK3R3,PIK3R5,PLCD3,PRKACA,PTPN11,STAT3	
GDNF Family Ligand-Receptor Interactions	2.1E00	1.58E-01	-1.732	CDC42,DOK4,GRB2,MAP2K2,MAPK3,NRAS,PIK3R3,PIK3R5,RAF1,RAP1A,SHC1,SOS2	
Dopamine-DARPP32 Feedback in cAMP Signaling	2.1E00	1.24E-01	-1.147	ADCY3,ATF2,CACNB1,CAMKK2,CREB3,CREM,CSNK1A1,CSNK1D,CSNK1G1,CSNK1G3,GNAI2,PDIA3,PLCD3,PPP1R10,PPP1R14A,PPP1R14B,PPP2CA,PPP2R2A,PPP2R2D,PPP2R5D,PPP2R5E,PRKACA,PRKCI	
Iron uptake and transport	2.1E00	1.72E-01	-0.632	ATP6V0E1,ATP6V1B2,CAND1,CUL1,FLVCR1,HMOX1,HMOX2,IREB2,LCN2,SKP1	
Signaling by FGFR4	2.09E00	1.95E-01	-2.121	BRAF,GRB2,MAPK3,MKNK1,NRAS,PPP2CA,PTPN11,SHC1	
Mechanisms of Viral Exit from Host Cells	2.09E00	1.95E-01	NaN	ACTA2,LMNB2,PRKCI,SH3GL1,VPS25,VPS36,VPS4A,XPO1	
Mitotic Roles of Polo-Like Kinase	2.09E00	1.64E-01	-1.000	ANAPC10,CDC27,KIF23,PKMYT1,PLK4,PPP2CA,PPP2R2A,PPP2R2D,PPP2R5D,PPP2R5E,PRC1	
Relaxin Signaling	2.09E00	1.29E-01	-0.905	ADCY3,AKT1,APEX1,BRAF,GDE1,GDPD1,GNAI2,GNB4,MAPK3,NFKB2,NFKBIE,PDE12,PDE4A,PDE4D,PDE7A,PIK3R3,PIK3R5,PRKACA,RAP1A,RELA	
Erythropoietin Signaling Pathway	2.08E00	1.25E-01	-2.132	AKT1,APAF1,CTNNB1,FASLG,GRB2,MAP2K2,MAPK3,NFKB2,NFKBIE,NRAS,PIK3R3,PIK3R5,PRKCI,PTPN6,RAF1,RAP1A,RELA,SHC1,SOS2,STAT5A,STAT5B,TGFB2	
Clathrin-mediated Endocytosis Signaling	2.08E00	1.2E-01	NaN	ACTA2,AP1M1,AP2A2,AP3D1,APOA2,APOB,ARPC5L,CD2AP,CDC42,CLTB,CSNK2A2,CSNK2B,DNM2,EPN1,GRB2,HIP1,ORM1,ORM2,PIK3R3,PIK3R5,RAB5C,RAB7A,SH3GL1,VEGFC,WASL	
CLEAR Signaling Pathway	2.06E00	1.12E-01	-0.898	AKT1,ASAH1,ATF2,ATP6V0E1,ATP6V1B2,BLOC1S1,CREB3,GSK3A,HPS5,LAMP1,LAMTOR3,MAPK14,MAPK3,MLST8,NRAS,PML,PPP2CA,PPP2R2A,PPP2R2D,PPP2R5D,PPP2R5E,PRKCI,RAB7A,RAP1A,RRAGA,RXRA,TFEB,TGFB2,TNFRSF11A,VPS18,VPS35,YWHAG	
FAT10 Cancer Signaling Pathway	2.06E00	1.8E-01	-1.414	AKT1,CHUK,CTNNB1,MAD2L2,NFKB2,NFKBIE,RELA,STAT3,TGFB2	
HMGB1 Signaling	2.04E00	1.26E-01	-1.342	AKT1,CCL2,CDC42,FASLG,HAT1,IL1R1,MAP2K2,MAP2K5,MAPK14,MAPK3,NFKB2,NRAS,PIK3R3,PIK3R5,RAP1A,RELA,RHOB,RHOQ,RHOT1,SP1,TGFB2	
Role of JAK1, JAK2 and TYK2 in Interferon Signaling	2.04E00	2.31E-01	NaN	NFKB2,PTPN2,PTPN6,RAF1,RELA,STAT3	
D-myo-inositol-5-phosphate Metabolism	2.03E00	1.21E-01	-2.828	ACP1,DUSP23,DUSP5,EPHX2,MTMR6,NOCT,NUDT15,NUDT5,PGAM5,PLCD3,PPP1R10,PPP1R14A,PPP1R14B,PPP2CA,PPP2R2A,PPP2R5D,PPP2R5E,PPP5C,PSPH,PTPN11,PTPN2,PTPN6,PTPN7,UBLCP1	
Sertoli Cell-Sertoli Cell Junction Signaling	2.02E00	1.15E-01	-3.402	ACTA2,ACTN4,AKT1,ATF2,CDC42,CREB3,CTNNB1,EPN1,GJA1,GRB2,IL1R1,ITGA6,KEAP1,MAP2K2,MAP3K11,MAP3K3,MAPK14,MAPK3,NFKB2,NRAS,PALS2,PIK3R3,PIK3R5,RAF1,RAP1A,RPS6KA1,TUBA1B,TUBG1	
SUMOylation of SUMOylation proteins	2.02E00	2.06E-01	-0.378	NUP43,NUP54,NUP58,NUP93,SUMO2,TPR,UBE2I	
Costimulation by the CD28 family	2.01E00	1.54E-01	-2.887	AKT1,CDC42,GRB2,MLST8,PIK3R3,PPP2CA,PPP2R5D,PPP2R5E,PTPN11,PTPN6,TRIB3,VAV1	
PAK Signaling	2E00	1.37E-01	-2.324	CDC42,GRB2,ITGA6,LIMK1,MAP2K2,MAPK3,MYL6B,NRAS,PAK1IP1,PIK3R3,PIK3R5,RAF1,RAP1A,SHC1,SOS2,WASL	
TP53 Regulates Metabolic Genes	1.99E00	1.48E-01	-2.496	AKT1,COX5A,COX8A,CYCS,GPI,LAMTOR3,MLST8,MOV10,PRDX1,RRAGA,TNRC6A,TNRC6C,YWHAG	
ID1 Signaling Pathway	1.98E00	1.19E-01	-0.816	AKT1,BAX,BHLHA15,BRAF,CCNE1,CDK4,CTNNB1,CUL3,FGR,HCK,MAPK14,MAPK3,NFKB2,NRAS,PIK3R3,PIK3R5,RAF1,RAP1A,SMAD5,STAT3,TGFB2,VEGFC,WDR48,ZNF148	
Reelin Signaling in Neurons	1.98E00	1.3E-01	-2.828	AKT1,ARHGEF11,ARHGEF2,ARPC5L,CDC42,CRK,FGR,HCK,LIMK1,MAP2K2,MAP2K5,MAP3K11,MAPK3,NDEL1,PIK3R3,PIK3R5,RAP1A,WASL	
Iron homeostasis signaling pathway	1.98E00	1.3E-01	NaN	ATP6V0E1,ATP6V1B2,CIAO1,CIAO2B,CUL1,FLVCR1,HMOX1,HMOX2,IREB2,JAK3,MAPK3,SKP1,SKP2,SLC48A1,SMAD5,STAT3,STAT5A,STAT5B	
Urea Cycle	1.98E00	4.29E-01	NaN	ARG2,ASL,ASS1	
DNA Methylation and Transcriptional Repression Signaling	1.98E00	1.43E-01	-1.387	CDK14,CDK17,CDK4,CDK8,E2F2,E2F4,E2F8,GADD45A,RBL1,RELA,SAP18,SAP30,SP1,TET3	
Aryl Hydrocarbon Receptor Signaling	1.97E00	1.26E-01	-1.213	AIP,ALDH3B1,ALDH4A1,APAF1,ATM,BAX,CCNE1,CCNE2,CDK4,FASLG,MAPK3,MED1,NFKB2,RBL1,RELA,RXRA,SMARCA4,SP1,TFDP1,TGFB2	
Role of NFAT in Cardiac Hypertrophy	1.95E00	1.16E-01	-1.528	ADCY3,AKT1,CACNB1,CSNK1A1,GNAI2,GNB4,GRB2,HDAC4,HDAC7,MAP2K2,MAPK14,MAPK3,NRAS,PDIA3,PIK3R3,PIK3R5,PLCD3,PRKACA,PRKCI,RAF1,RAP1A,RCAN1,RCAN3,SHC1,SOS2,TGFB2	
Adipogenesis pathway	1.95E00	1.29E-01	0.943	AKT1,CEBPA,CTNNB1,EGR2,ERCC2,EZH2,FBXW7,HAT1,HDAC4,HDAC7,NOCT,RPS6KA1,SAP18,SAP30,SAP30L,SMAD5,STAT5B,TXNIP	
Cytosolic iron-sulfur cluster assembly	1.94E00	3.08E-01	-2.000	CIAO1,CIAO2B,ERCC2,POLD1	
UDP-N-acetyl-D-galactosamine Biosynthesis II	1.94E00	3.08E-01	-2.000	GNPDA1,GPI,HK3,UAP1	
Regulation of the Epithelial Mesenchymal Transition by Growth Factors Pathway	1.94E00	1.2E-01	-2.294	AKT1,BRAF,CDC42,CHUK,FASLG,GRB2,JAK3,MAP2K2,MAP2K5,MAPK14,MAPK3,NFKB2,NRAS,PIK3R3,PIK3R5,PTPN11,RAF1,RAP1A,RELA,SHC1,SOS2,STAT3,TGFB2	
Cohesin Chromatin Regulation Pathway	1.93E00	1.13E-01	-2.117	ANAPC10,ATM,BUB1,CCNC,CDC27,CDCA8,CDK8,CEBPA,CTCF,ESCO1,ESCO2,HASPIN,HP1BP3,MED1,MED11,MED13,MED19,MED9,NCAPD2,NCAPH,PCDH1,POLR2C,POLR2F,PPP2CA,PPP2R2A,PPP2R2D,PPP2R5D,PPP2R5E	
G alpha (12/13) signalling events	1.93E00	1.5E-01	-1.732	ABR,AKAP13,ARHGEF11,ARHGEF2,GNB4,NET1,OBSCN,PREX1,RHOB,SOS2,VAV1,VAV3	
IL-17A Signaling in Fibroblasts	1.93E00	1.5E-01	-2.887	ACTA2,ARID5A,CCL2,CHUK,LCN2,MAPK14,MAPK3,NFKB2,NFKBIE,P4HB,RELA,STAT3	
Dopamine Receptor Signaling	1.93E00	1.5E-01	NaN	ADCY3,GCH1,PCBD1,PPP1R10,PPP1R14A,PPP1R14B,PPP2CA,PPP2R2A,PPP2R2D,PPP2R5D,PPP2R5E,PRKACA	
Inflammasome pathway	1.92E00	2.5E-01	-2.236	AIM2,CASP5,CASP8,NFKB2,NLRC4	
Leukocyte Extravasation Signaling	1.91E00	1.19E-01	-2.294	ABL1,ACTA2,ACTN4,ARHGAP1,ARHGAP5,ARHGAP9,CDC42,CRK,CTNNB1,GNAI2,MAP2K2,MAPK14,NCF1,PIK3R3,PIK3R5,PRKCI,PTPN11,RAP1A,RAPGEF3,SIPA1,VAV1,VAV3,WASL	
TP53 Regulates Transcription of Cell Death Genes	1.91E00	1.82E-01	-2.121	APAF1,ATM,BAX,CASP10,NDRG1,NLRC4,TP53I3,TRIAP1	
BER (Base Excision Repair) Pathway	1.91E00	1.82E-01	-2.121	APEX1,LIG3,MAP2K2,MAP2K5,MAPK3,MPG,RFC2,SP1	
Colorectal Cancer Metastasis Signaling	1.89E00	1.11E-01	-1.460	ADCY3,AKT1,BAX,BRAF,CDC42,CTNNB1,E2F4,GNAI2,GNB4,GRB2,GRK2,JAK3,MAP2K2,MAPK3,MLH1,MSH6,NFKB2,NRAS,PIK3R3,PIK3R5,PRKACA,RAP1A,RELA,RHOB,RHOQ,RHOT1,SOS2,STAT3,TGFB2,VEGFC	
Apelin Endothelial Signaling Pathway	1.89E00	1.28E-01	-3.153	ADCY3,AKT1,CCL2,GNAI2,GNB4,HDAC4,MAP2K2,MAPK3,NFKB2,NRAS,PIK3R3,PIK3R5,PRKCI,RAF1,RAP1A,RELA,RPS6KB2,SP1	
FLT3 Signaling	1.88E00	1.94E-01	-2.646	AKT1,GRB2,HCK,NRAS,PTPN11,SLA,SYK	
Ferroptosis Signaling Pathway	1.88E00	1.3E-01	-2.183	ALOX5,BAP1,BRAF,CARS1,FDFT1,GCH1,HMOX1,IREB2,KEAP1,MAP2K2,MAPK3,NRAS,RAF1,RAP1A,RBL1,SP1,STAT3	
Xenobiotic Metabolism Signaling	1.88E00	1.09E-01	NaN	AIP,ALDH3B1,ALDH4A1,CITED2,CUL3,DNAJC7,HDAC4,HMOX1,HS2ST1,KEAP1,MAP2K2,MAP2K5,MAP3K11,MAP3K3,MAPK14,MAPK3,MED1,NFKB2,NRAS,PIK3R3,PIK3R5,PPP2CA,PPP2R2A,PPP2R2D,PPP2R5D,PPP2R5E,PRKCI,RAF1,RAP1A,RELA,RXRA,SCAND1	
RHO GTPases activate PKNs	1.88E00	2.14E-01	-0.816	PKN1,PKN2,PKN3,PPP1R14A,RHOB,YWHAG	
BMP signaling pathway	1.87E00	1.43E-01	-1.732	ATF2,GRB2,GREM1,MAP2K2,MAPK14,MAPK3,NFKB2,NRAS,PRKACA,RAF1,RAP1A,RELA,SMAD5	
SUMOylation of DNA replication proteins	1.85E00	1.78E-01	-0.707	CDCA8,NUP43,NUP54,NUP58,NUP93,SUMO2,TPR,UBE2I	
Pyrophosphate hydrolysis	1.83E00	6.67E-01	NaN	PPA1,PPA2	
Processing of Capped Intronless Pre-mRNA	1.8E00	2.07E-01	-1.633	CLP1,CPSF3,CSTF3,NCBP2,SNRPB,SNRPE	
